key_1,AC No,PS No,Point,Longitude,Latitide,key
58_32 ,58,32,32 - Kunjanagar Junior Basic School,92.20228854,24.25213086,58_32 
58_33 ,58,33,33 - Pekuchhara High School,92.17159828,24.25532724,58_33 
58_34 ,58,34,34 - Ramchandra Som J.B. School,92.17202895,24.24743377,58_34 
58_35 ,58,35,35 - Balakmani High School(N/W),92.14855937,24.24552448,58_35 
58_36 ,58,36,36 - Balakmani High School(S/W),92.14862967,24.24527011,58_36 
58_37 ,58,37,37 - Tripura Forest Development Corporation Office,92.1907005,24.24259639,58_37 
58_38 ,58,38,38 - Bhalluk Chara High School,92.21075338,24.24305988,58_38 
58_39 ,58,39,39 - Keoribari High School,92.16707562,24.2690789,58_39 
58_4 ,58,4,4 - Padmabil Higher Secondary School(Pashchimangsha),92.1823767,24.30078853,58_4 
58_40 ,58,40,40 - Piplachara Model Senior Basic School,92.16707562,24.2690789,58_40 
58_41 ,58,41,41 - Purba Rahum Cherra Junior Basic School,92.16707562,24.2690789,58_41 
58_42 ,58,42,42 - Longai Narendra Nagar High School(Uttarangsha),92.16707562,24.2690789,58_42 
58_43 ,58,43,43 - Longai Narendra Nagar High School(Dakshinangsha),92.16707562,24.2690789,58_43 
58_44 ,58,44,44 - Damachara Higher Secondary School(Uttarangsha),92.16707562,24.2690789,58_44 
58_45 ,58,45,45 - Damachara Higher Secondary School(Dakshinangsha),92.16707562,24.2690789,58_45 
58_46 ,58,46,46 - Kuhila R.S.P. Senior Basic School,92.16707562,24.2690789,58_46 
58_47 ,58,47,47 - Uttam Joy Para Senior Basic School,92.16707562,24.2690789,58_47 
58_48 ,58,48,48 - Kacharichara Senior Basic School,92.16707562,24.2690789,58_48 
58_49 ,58,49,49 - Laichakpara Junior Basic School,92.16707562,24.2690789,58_49 
58_5 ,58,5,5 - Purba Padmabil High school(E/W),92.19767175,24.29888052,58_5 
58_50 ,58,50,50 - Thumcharai Para High School,92.16707562,24.2690789,58_50 
58_6 ,58,6,6 - Purba Padmabil High school(W/W),92.1734533,24.3152909,58_6 
58_7 ,58,7,7 - Jarulmura Junior Basic School,92.22386316,24.32044539,58_7 
58_8 ,58,8,8 - Noagang Indracherra High School,92.219222,24.32922,58_8 
58_9 ,58,9,9 - Padmabil Duganga Senior Basic School(Dakshinangsha),92.20951474,24.28493389,58_9 
59_1 ,59,1,1 - Kaipaiya Chaudhuri Para Senior Basic School,92.09444672,24.22846629,59_1 
59_10 ,59,10,10 - Pencharathal Tahashil Kachhari,92.10325056,24.19489781,59_10 
59_11 ,59,11,11 - Baghaichara Sholanala High School,92.11736019,24.18232053,59_11 
59_12 ,59,12,12 - Akshaymani Dhanichara High School (Uttar Angsha),92.11326971,24.14798314,59_12 
59_13 ,59,13,13 - Akshaymani Dhanichara High School (Dakshinangsha),92.11343607,24.14796073,59_13 
59_14 ,59,14,14 - Shantipur Pencharthal High School(Uttarangsha),92.10088239,24.17268937,59_14 
59_15 ,59,15,15 - Shantipur Pencharthal High School(Dakshinangsha),92.10075822,24.17267716,59_15 
59_16 ,59,16,16 - Nalakata High School(Uttarangsha),92.11034442,24.16188001,59_16 
59_18 ,59,18,18 - Nalakata High School (Dakshinangsha),92.11032535,24.16167051,59_18 
59_19 ,59,19,19 - Iyachinchara Senior Basic School,92.12940307,24.15013796,59_19 
59_2 ,59,2,2 - Aandharchara High School (Purbangsha),92.10185974,24.20803359,59_2 
59_20 ,59,20,20 - Ujan Baghaichhara High School,92.13304222,24.17302913,59_20 
59_22 ,59,22,22 - Kamdebchara Senior Basic School(Dakshinangsha),92.15186409,24.14058553,59_22 
59_23 ,59,23,23 - Kamdebchara Senior Basic School(Uttarangsha),92.15183553,24.14024912,59_23 
59_24 ,59,24,24 - Lankadhar Chaudhuri Para Senior Basic School,92.20884952,24.15616838,59_24 
59_25 ,59,25,25 - Uttar Laljuri Joyshree Class XII School (North Wing),92.21049858,24.14067073,59_25 
59_26 ,59,26,26 - Uttar Laljuri Joyshree Class XII School (South Wing),92.21067086,24.14086431,59_26 
59_27 ,59,27,27 - Lalajuri Dwadash Shreni Vidyalaya,92.20183371,24.11518041,59_27 
59_28 ,59,28,28 - Haripur Senior Basic School,92.21390255,24.11886976,59_28 
59_29 ,59,29,29 - Ujan Machmara High School(N/W),92.21268137,24.10592999,59_29 
59_3 ,59,3,3 - Aandharchara High School (Pashchimangsha),92.10193038,24.20763744,59_3 
59_30 ,59,30,30 - Ujan Machmara High School(S/W),92.21260783,24.10581232,59_30 
59_31 ,59,31,31 - Hemshukla Senior Basic School,92.22901854,24.11538388,59_31 
59_32 ,59,32,32 - Mrittingachara Senior Basic School,92.19016415,24.0619181,59_32 
59_33 ,59,33,33 - Bhuiyachara Senior Basic School,92.19147414,24.09932059,59_33 
59_34 ,59,34,34 - Balananjayanti High School,92.18342875,24.08414657,59_34 
59_35 ,59,35,35 - Jamarai Bari Senior Basic School,92.2428674,24.0642644,59_35 
59_36 ,59,36,36 - Khedachara High School(Purbangsha),92.32510334,24.0965229,59_36 
59_37 ,59,37,37 - Monacherra S.B.School,92.32091204,24.12369627,59_37 
59_38 ,59,38,38 - Khedachara High School(Pashchimangsha),92.32505615,24.09632513,59_38 
59_4 ,59,4,4 - Nabinchara High School(Dakshinangsha),92.13169104,24.19939799,59_4 
59_40 ,59,40,40 - Khedachara Doganga Senior Basic School,92.32505615,24.09632513,59_40 
59_41 ,59,41,41 - Hmawngchuan H.S. School,92.27599847,24.10078511,59_41 
59_42 ,59,42,42 - Hmunpui H.S. School,92.27757957,24.04774413,59_42 
59_43 ,59,43,43 - Vanghmun H.S.School,92.27920658,23.99882883,59_43 
59_44 ,59,44,44 - Thumlai Anganwadi Centre,92.30542738,23.97586718,59_44 
59_45 ,59,45,45 - Jampui Dwadash Shreni Vidyalaya,92.27783351,23.96591275,59_45 
59_46 ,59,46,46 - Tlangsang H.S. School,92.27141556,23.91187959,59_46 
59_47 ,59,47,47 - Rambahadur Nakuljoy Chaudhuripara Senior Basic School,92.27838454,23.9862194,59_47 
59_48 ,59,48,48 - Therma Senior Basic School,92.29264535,23.88985876,59_48 
59_49 ,59,49,49 - Sabual H.S School,92.26212191,23.86223693,59_49 
59_5 ,59,5,5 - Debachara Senior Basic School,92.14697714,24.21316569,59_5 
59_50 ,59,50,50 - Fuldangshai Senior Basic School,92.25866596,23.81690747,59_50 
59_51 ,59,51,51 - Kawnpui Reang Para  H.S. School,92.25866596,23.81690747,59_51 
59_6 ,59,6,6 - Nabinchara High School(Uttarangsha),92.13176934,24.19957074,59_6 
59_7 ,59,7,7 - Kamalapur Anganwadi Centre,92.09933716,24.19356133,59_7 
59_8 ,59,8,8 - Pencharathal Dwadash Shreni Vidyalaya(Dakshinangsha),92.10177676,24.1900733,59_8 
59_9 ,59,9,9 - Pencharathal Dwadash Shreni Vidyalaya(Uttarangsha),92.10182945,24.19021277,59_9 
6_1 ,6,1,1 - Acharya Prafulla Chondra Smriti Vidyamandir New Kunjaban Township (Pashchimangsha),91.28923495,23.85868123,6_1 
6_10 ,6,10,10 - Acharya Prafulla Chondra Smriti Vidyamandir New Kunjaban Township (E/W),91.2892,23.858928,6_10 
6_11 ,6,11,11 - Jagatpur S.B. School (N/W),91.29228269,23.85738987,6_11 
6_12 ,6,12,12 - Bhati Abhaynagar Pashchim Para.S.B.School(Pashchimangsha),91.2722,23.8479,6_12 
6_13 ,6,13,13 - Bhati Abhaynagar Pashchim Para.S.B.School(Purbangsha),91.2723,23.847878,6_13 
6_14 ,6,14,14 - Chandinamura (Das Para) Aganwadi Kendra,91.26617045,23.85062638,6_14 
6_15 ,6,15,15 - Mulla Para J.B. School,91.2697,23.8469,6_15 
6_16 ,6,16,16 - Najrul Islam S.B.School(Pashchimangsha),91.2696,23.847,6_16 
6_17 ,6,17,17 - Najrul Islam S.B.School(M/W),91.26960004,23.84700002,6_17 
6_18 ,6,18,18 - Kasem Ali Smriti Bhati Abhoynagar Hrishi Colony J.B. School(W/W),91.2783,23.84395,6_18 
6_19 ,6,19,19 - Kasem Ali Smriti Bhati Abhoynagar Hrishi Colony J.B. School(E/W),91.278259,23.843975,6_19 
6_2 ,6,2,2 - Hindi English Medium S.B. School; Harijan Colony ; 79 Tilla (North Wing),91.289,23.85104,6_2 
6_21 ,6,21,21 - Bhati Abhaynagar S.B. Girls School (W/W),91.2782,23.84399,6_21 
6_22 ,6,22,22 - Bhati Abhaynagar S.B. Girls School (W/M/W),91.2781,23.84396,6_22 
6_23 ,6,23,23 - Maitri Bharati J.B. School (M/W),91.28262,23.8467,6_23 
6_24 ,6,24,24 - Maitri Bharati J.B. School (S/W),91.282757,23.84681,6_24 
6_25 ,6,25,25 - Hindi H.S.School; Ujan Abhaynagar (Auditorium),91.2844,23.844,6_25 
6_26 ,6,26,26 - Hindi H.S.School Ujan Abhaynagar (Uttarangsha),91.2845,23.8443,6_26 
6_27 ,6,27,27 - Hindi H.S.School Ujan Abhaynagar(Pashchimangsha),91.28458379,23.8441062,6_27 
6_28 ,6,28,28 - Abhaynagar Najrul Smriti Vidyalaya H.S. School(New Complex)(Dakshinangsha),91.288977,23.85153,6_28 
6_29 ,6,29,29 - Abhaynagar Najrul Smriti Vidyalaya H.S. School (New Complex) (Uttarangsha),91.2891,23.8515,6_29 
6_3 ,6,3,3 - Hindi English Medium S.B. School; Harijan Colony ; 79 Tilla (N/M/W),91.289,23.85104,6_3 
6_30 ,6,30,30 - Abhaynagar Najrul Smriti H.S. School (Old Complex) (Uttar Purbangsha),91.28935,23.85113,6_30 
6_31 ,6,31,31 - Social Welfare Office; Abhaynagar,91.2884,23.84863,6_31 
6_32 ,6,32,32 - Jagatpur S.B. School (S/W),91.2925,23.85729,6_32 
6_33 ,6,33,33 - Abhaynagar Najrul Smriti Vidyalaya(Old Complex)(Dakshin Purbangsha),91.289,23.85104,6_33 
6_34 ,6,34,34 - New Model Village Girls High School (N/W),91.2894,23.84351,6_34 
6_35 ,6,35,35 - New Model Village Girls High School(W/W),91.28940015,23.84351036,6_35 
6_36 ,6,36,36 - Indranagar High School (Uttarangsha),91.30115498,23.85266614,6_36 
6_37 ,6,37,37 - Chandrapur J.B. School (S/W),91.30107613,23.85266531,6_37 
6_38 ,6,38,38 - Indranagar High School (Purbangsha),91.30130781,23.85264844,6_38 
6_39 ,6,39,39 - Industrial Training Institute,91.29727,23.8575,6_39 
6_4 ,6,4,4 - Hindi English Medium S.B. School; Harijan Colony ; 79 Tilla; Harijan Colony; 79 Tilla (S/W),91.29471896,23.86226114,6_4 
6_40 ,6,40,40 - Henry Dirojio High School(Uttarangsha),91.2938,23.8555,6_40 
6_41 ,6,41,41 - Henry Dirojio High School(Dakshinangsha),91.294055,23.85555,6_41 
6_42 ,6,42,42 - Women I.T.I. Indranagar(Purbangsha),91.29759648,23.85708847,6_42 
6_43 ,6,43,43 - Womens I.T.I. Indranagar(W/W),91.2975969,23.85708891,6_43 
6_44 ,6,44,44 - Nuagano Krishnanagar Uccha Vidyalaya(Purbangsha),91.305275,23.85461,6_44 
6_45 ,6,45,45 - Agartala Municipal Corporation Ward Office No-6,91.30359989,23.85784418,6_45 
6_46 ,6,46,46 - Nandannagar H.S. School (Madhyaangsha),91.3136118,23.87301524,6_46 
6_47 ,6,47,47 - Nandannagar H.S. School (S/W),91.31372297,23.87320135,6_47 
6_48 ,6,48,48 - Nandannagar H.S. School (Uttarangsha),91.31462558,23.85646426,6_48 
6_49 ,6,49,49 - Nuaniya Mura Alimuddin J.B. School,91.3053,23.8546,6_49 
6_5 ,6,5,5 - Hindi English Medium S.B. School; Harijan Colony ; 79 Tilla; Harijan Colony; 79 Tilla (S/E/W),91.29476854,23.8622648,6_5 
6_50 ,6,50,50 - Nuagano Krishnanagar Uccha Vidyalaya(Pashchimangsha),91.305543,23.85475,6_50 
6_51 ,6,51,51 - Nuagano Krishnanagar Uchch Vidyalaya(Madhyangsha),91.31372214,23.8547591,6_51 
6_52 ,6,52,52 - Chandrapur J.B.School (Pashchimangsha),91.3018,23.8434,6_52 
6_53 ,6,53,53 - Chandrapur J.B.School (Madhyangsha),91.30203438,23.84347674,6_53 
6_54 ,6,54,54 - Chandrapur Dakshin High School (Pashchimangsha),91.30736,23.84167,6_54 
6_55 ,6,55,55 - Chandrapur Dakshin High School (Purbangsha),91.3075,23.841434,6_55 
6_6 ,6,6,6 - Entrepreneurship Development Institute of Tripura(SOFED);Indranagar,91.2976932,23.85660442,6_6 
6_7 ,6,7,7 - Womens I.T.I.(Pashchimangsha),91.29720364,23.85742596,6_7 
6_8 ,6,8,8 - District Institute of Education And Training (Dakshinangsha),91.2928,23.856,6_8 
6_9 ,6,9,9 - Acharya Prafulla Chondra Smriti Vidyamandir New Kunjaban Township (M/W),91.2892,23.85861,6_9 
60_1 ,60,1,1 - Shantipur High School,92.19958097,24.07354251,60_1 
60_10 ,60,10,10 - Subhash Nagar I.C.D.S. Sector Office,92.20233394,24.03613548,60_10 
60_12 ,60,12,12 - Subrata Nagar Senior Basic School,92.19839901,24.01812782,60_12 
60_13 ,60,13,13 - Karnajoy Chaudhuri Para High School,92.21253624,24.02313827,60_13 
60_14 ,60,14,14 - Rabindranagar H. S. School (E/W),92.19309568,24.04488344,60_14 
60_15 ,60,15,15 - Rabindranagar H. S. School (M/W),92.19319591,24.04482632,60_15 
60_16 ,60,16,16 - Kanchancherra J.B. School,92.18156343,24.04062852,60_16 
60_18 ,60,18,18 - Chandicharan Chaudhuri Para Senior Basic  School,92.151306,24.004988,60_18 
60_19 ,60,19,19 - Mitrajoy Para J.B. School,92.12491,24.03866,60_19 
60_20 ,60,20,20 - Gomohan Para Senior Basic School,92.13629391,23.98050402,60_20 
60_21 ,60,21,21 - Gunadhar Para Anganwadi Kendra,92.19304888,23.99879219,60_21 
60_22 ,60,22,22 - Satnala H.S. School (N/W),92.20044383,23.9852165,60_22 
60_23 ,60,23,23 - Satnala H.S School (S/W),92.20042751,23.98485311,60_23 
60_24 ,60,24,24 - Shuknachara Senior Basic School,92.2051073,24.01009,60_24 
60_25 ,60,25,25 - Maniram Chaudhuri Para Senior Basic School,92.24182035,24.00321478,60_25 
60_26 ,60,26,26 - Bara Hali Senior Basic School,92.21836787,23.96776237,60_26 
60_27 ,60,27,27 - Ramcharan Chaudhuri Para High School,92.21613064,24.00091559,60_27 
60_28 ,60,28,28 - Shilbari Senior Basic School,92.18260935,23.96018611,60_28 
60_29 ,60,29,29 - Radhamadhabpur High School(S/W),92.20428295,23.96777377,60_29 
60_3 ,60,3,3 - Kanchanapur Dwadash Shreni Vidyalaya(Uttarangsha),92.20002495,24.0493888,60_3 
60_31 ,60,31,31 - Sub Zonal Office T.T.A.A.D. C.,92.20436883,23.95599291,60_31 
60_32 ,60,32,32 - Durgaram Reang Para Dwadashshreni Vidyalaya (Uttarangsha),92.20705302,23.94668593,60_32 
60_33 ,60,33,33 - Durgaram Reang Para Dwadashshreni Vidyalaya(Dakshinangsha),92.20703678,23.94654821,60_33 
60_34 ,60,34,34 - Laxmipur North Senior Basic School,92.22247524,23.94646895,60_34 
60_36 ,60,36,36 - Laxmipur Senior Basic School,92.21551199,23.93791532,60_36 
60_37 ,60,37,37 - Helenpur S.B. School,92.24733266,23.92740364,60_37 
60_38 ,60,38,38 - Purnajay Chaudhuri Para High School,92.2135498,23.91792511,60_38 
60_4 ,60,4,4 - Kanchanapur Govt. English Medium H.S. School,92.20050597,24.05470171,60_4 
60_40 ,60,40,40 - Nakuljay Chaudhuri Para  Senior Basic School,92.19811241,23.93931277,60_40 
60_41 ,60,41,41 - Tuisanpara Senior Basic School,92.20109301,23.91099481,60_41 
60_42 ,60,42,42 - Labaram Chaudhuri Para Senior Basic School,92.1754071,23.94428103,60_42 
60_43 ,60,43,43 - Gachiram Para High School(Uttarangsha),92.20545009,23.90135198,60_43 
60_44 ,60,44,44 - Gachiram Para High School(Dakshinangsha),92.20545009,23.90135198,60_44 
60_45 ,60,45,45 - Purnajoy C.P High school,92.17714215,23.87295894,60_45 
60_46 ,60,46,46 - Adivasi SB School,92.20394946,23.8664334,60_46 
60_47 ,60,47,47 - Anandabazar Higher Secondary School(South Wing),92.20341874,23.86664648,60_47 
60_48 ,60,48,48 - Khakchang para ADC Village Office,92.20716021,23.8626004,60_48 
60_49 ,60,49,49 - Anandabazar DCM Office,92.20714066,23.86262209,60_49 
60_5 ,60,5,5 - Kanchanapur Dwadash Shreni Vidyalaya(Purbangsha),92.19986483,24.04908105,60_5 
60_50 ,60,50,50 - Raimani Chaudhuri Para Senior Basic School,92.17924184,23.81860294,60_50 
60_51 ,60,51,51 - Sakhan Sermun Senior Basic School,92.15000999,23.86240264,60_51 
60_52 ,60,52,52 - Saikar  Bari Senior Basic School,92.13944,23.895011,60_52 
60_53 ,60,53,53 - Bhandarima Senior Basic School,92.22841615,23.7471124,60_53 
60_54 ,60,54,54 - Pushparam Para Senior Basic School,92.22440372,23.78034661,60_54 
60_55 ,60,55,55 - Shatipur(B) J.B.  School,92.2256888,23.76763583,60_55 
60_7 ,60,7,7 - Dopatachara Senior Basic School,92.20472233,24.06233073,60_7 
60_8 ,60,8,8 - Ahalyapur Senior Basic School,92.21190965,24.05270923,60_8 
60_9 ,60,9,9 - Kanchanapur D.C.M. Office;,92.20208273,24.0370332,60_9 
7_1 ,7,1,1 - Shanamura S.B. School,91.25399475,23.85246297,7_1 
7_10 ,7,10,10 - Ramnagar Girls High School(Uttar Purbangsha),91.26685832,23.84028905,7_10 
7_11 ,7,11,11 - Ramnagar Girls High School(S/W),91.26685793,23.84028954,7_11 
7_12 ,7,12,12 - Vivekananda Vidyalaya,91.26359716,23.83552917,7_12 
7_13 ,7,13,13 - Kalikapur Anganwadi centre,91.25830087,23.84511992,7_13 
7_14 ,7,14,14 - Kalikapur S.B. School(Pashchim Dakshinangsha),91.25546184,23.84511889,7_14 
7_15 ,7,15,15 - Rabidaspara J.B. School,91.26295265,23.83597365,7_15 
7_17 ,7,17,17 - Dakshin Ramnagar S.B. School(Uttarangsha),91.25804133,23.83796033,7_17 
7_18 ,7,18,18 - Dakshin Ramnagar S.B. School(W/W),91.25804139,23.83796123,7_18 
7_19 ,7,19,19 - Dakshin Ramnagar S.B. School(Dakshinangsha),91.25803347,23.83782853,7_19 
7_2 ,7,2,2 - Chandinamura I.C.D.S.Centre,91.26117682,23.85317278,7_2 
7_20 ,7,20,20 - Dakshin Ramnagar S.B. School(E/W),91.2580332,23.83782891,7_20 
7_21 ,7,21,21 - Upendra Bidyabhaban Balika Ucchatara Madhyamik Vidyalaya(Pashchimangsha),91.26291605,23.83306142,7_21 
7_22 ,7,22,22 - AMC Primary School ( Near Mahavir Club),91.26034037,23.82912772,7_22 
7_23 ,7,23,23 - Joypur J.B. School (N/W),91.25678108,23.82805095,7_23 
7_24 ,7,24,24 - Rajnagar High School(E/W),91.25678116,23.82805193,7_24 
7_25 ,7,25,25 - Joysundari J.B. School ; South Joynagar,91.25763052,23.82466861,7_25 
7_27 ,7,27,27 - Rajnagar High School(Pashchim Dakshinangsha),91.25719221,23.8276903,7_27 
7_28 ,7,28,28 - Rajnagar High School(W/W),91.25719331,23.8276912,7_28 
7_29 ,7,29,29 - Joypur J.B. School (S/W),91.25714333,23.8277954,7_29 
7_3 ,7,3,3 - Dakshin Barjala J.B. School,91.27010112,23.85290944,7_3 
7_30 ,7,30,30 - Rajnagar High School(W/N/W),91.2571666,23.82788273,7_30 
7_31 ,7,31,31 - PEC Balwadi centre,91.26006232,23.83526483,7_31 
7_32 ,7,32,32 - Upendra Bidyabhaban Balika Ucchatara Madhyamik Vidyalaya(Uttar Pashchimangsha),91.2627713,23.833532,7_32 
7_33 ,7,33,33 - Assistant Engineer Office(Soil test laboratory)(P.W.D.) (Purbangsha),91.2766889,23.84241354,7_33 
7_34 ,7,34,34 - Assistant Engineer Office(Soil test laboratory)(P.W.D.)(Pashchimangsha),91.27642158,23.84255198,7_34 
7_35 ,7,35,35 - Dasharathdeb Smriti Sangskritik Bhavan,91.27843308,23.84110922,7_35 
7_36 ,7,36,36 - Office of the Director Tribel Research Institute,91.27844968,23.84101572,7_36 
7_37 ,7,37,37 - Pragati Vidya Bhavan (E/W),91.27542102,23.84357047,7_37 
7_38 ,7,38,38 - Pragati Vidya Bhavan (W/W),91.27527757,23.84361845,7_38 
7_39 ,7,39,39 - Office of the Director of Economics & Statics ; Sankar Chowmahani,91.27105387,23.83846636,7_39 
7_4 ,7,4,4 - Ramapur S.B. School(Uttarangsha),91.26515111,23.84863475,7_4 
7_40 ,7,40,40 - Pragati Vidya Bhavan(N/W),91.277549,23.83926609,7_40 
7_41 ,7,41,41 - Food Corporation Of India (F.C.I),91.27548467,23.83918128,7_41 
7_42 ,7,42,42 - Bijoy kumar Balika H. S. School(Uttar Madhyangsha),91.27441585,23.83812032,7_42 
7_43 ,7,43,43 - Agartala Municipal Corporation Ward Office No.-17,91.2776265,23.83950197,7_43 
7_44 ,7,44,44 - Bijoy kumar Balika H. S. Vidyalaya (Uttarangsha),91.27429002,23.83803646,7_44 
7_45 ,7,45,45 - Bijoy kumar Balika H. S. Vidyalaya (Uttar-Purbangsha),91.27442313,23.83801775,7_45 
7_46 ,7,46,46 - Bijoy kumar Dwadash Shreni Balika Vidyalaya (Dakshin-Pashchimangsha),91.27438176,23.83785228,7_46 
7_47 ,7,47,47 - Shishubihar Ucchatara Madhyamik Vidyalaya(Dakshinangsha),91.27223167,23.83248459,7_47 
7_48 ,7,48,48 - Shishubihar Ucchatara Madhyamik Vidyalaya(Pashchimangsha),91.27259557,23.83267589,7_48 
7_49 ,7,49,49 - Shishubihar Ucchatara Madhyamik Vidyalaya(Uttarangsha),91.27272757,23.83291227,7_49 
7_5 ,7,5,5 - Kalikapur S.B. School,91.25502689,23.8450085,7_5 
7_6 ,7,6,6 - Ramapur S.B. School(Pashchimangsha),91.26578734,23.84760595,7_6 
7_7 ,7,7,7 - Ashok Smriti Balowari Centre,91.26887403,23.84693243,7_7 
7_8 ,7,8,8 - Agartala Municipal Council Workshop (Garage)(Purbangsha),91.26957966,23.84363313,7_8 
7_9 ,7,9,9 - Agartala Municipal Council Workshop (Garage)(Pashchimangsha),91.26957966,23.84363313,7_9 
8_1 ,8,1,1 - Ramnagar Girls High School (W/W),91.26704882,23.83970745,8_1 
8_10 ,8,10,10 - Birchandra State Central Library,91.27206992,23.83238484,8_10 
8_11 ,8,11,11 - Dr. B.R. Ambedkar Hostel; Hospital Chowmuhani,91.27582321,23.83205099,8_11 
8_12 ,8,12,12 - Sukanta Academy; Opposite Side of Rabindra Shatabarshiki Bhaban,91.28083958,23.83351524,8_12 
8_13 ,8,13,13 - Director of Settlement Land Records Office (Purbangsha),91.28359389,23.83793246,8_13 
8_14 ,8,14,14 - Director of Settlement Land Records Office (Pashchimangsha),91.28358027,23.83787393,8_14 
8_15 ,8,15,15 - Maharani Tulsibati H.S.School(Purbangsha),91.28261685,23.83260415,8_15 
8_16 ,8,16,16 - Maharani Tulsibati H.S.School (Madhyaangsha),91.28270341,23.83252498,8_16 
8_17 ,8,17,17 - Maharani Tulsibati H.S.School(Pashchimangsha),91.28268651,23.83251234,8_17 
8_18 ,8,18,18 - Sakhicharan Bidyaniketan H.S. School(Pashchimangsha)(Adjacent to Netaji Subhash H.S. School),91.27931627,23.82719085,8_18 
8_19 ,8,19,19 - Sakhicharan Bidyaniketan H.S School(Purbangsha) (Adjacent to Netaji Subhash H.S. School),91.27937417,23.82715246,8_19 
8_2 ,8,2,2 - Ramnagar Girls High School (Uttar Pashchimangsha),91.26709819,23.83979186,8_2 
8_20 ,8,20,20 - Dr. B.R. Ambedkar Nursing School; Hospital Chowmuhani,91.2755665,23.83209106,8_20 
8_21 ,8,21,21 - Directorate Office of Information & Cultural Affaiirs (E/W),91.27669551,23.82803373,8_21 
